68034 silly lifecycle lodash@4.17.21~preinstall: no script for preinstall, continuing
72590 silly linkStuff through2@4.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/gulp-terser/node_modules as its parent node_modules
72591 verbose linkBins through2@4.0.2
72592 verbose linkMans through2@4.0.2
72593 silly build readable-stream@2.3.7
72594 info linkStuff readable-stream@2.3.7
72595 silly linkStuff readable-stream@2.3.7 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72596 verbose linkBins readable-stream@2.3.7
72597 verbose linkMans readable-stream@2.3.7
72598 silly build are-we-there-yet@1.1.7
72599 info linkStuff are-we-there-yet@1.1.7
72600 silly linkStuff are-we-there-yet@1.1.7 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72601 verbose linkBins are-we-there-yet@1.1.7
72602 verbose linkMans are-we-there-yet@1.1.7
72603 silly build cloneable-readable@1.1.3
72604 info linkStuff cloneable-readable@1.1.3
72605 silly linkStuff cloneable-readable@1.1.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72606 verbose linkBins cloneable-readable@1.1.3
72607 verbose linkMans cloneable-readable@1.1.3
72608 silly build concat-stream@1.6.2
72609 info linkStuff concat-stream@1.6.2
72610 silly linkStuff concat-stream@1.6.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72611 verbose linkBins concat-stream@1.6.2
72612 verbose linkMans concat-stream@1.6.2
72613 silly build flush-write-stream@1.1.1
72614 info linkStuff flush-write-stream@1.1.1
72615 silly linkStuff flush-write-stream@1.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72616 verbose linkBins flush-write-stream@1.1.1
72617 verbose linkMans flush-write-stream@1.1.1
72618 silly build lead@1.0.0
72619 info linkStuff lead@1.0.0
72620 silly linkStuff lead@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72621 verbose linkBins lead@1.0.0
72622 verbose linkMans lead@1.0.0
72623 silly build readdirp@2.2.1
72624 info linkStuff readdirp@2.2.1
72625 silly linkStuff readdirp@2.2.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/glob-watcher/node_modules as its parent node_modules
72626 verbose linkBins readdirp@2.2.1
72627 verbose linkMans readdirp@2.2.1
72628 silly build chokidar@2.1.8
72629 info linkStuff chokidar@2.1.8
72630 silly linkStuff chokidar@2.1.8 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/glob-watcher/node_modules as its parent node_modules
72631 verbose linkBins chokidar@2.1.8
72632 verbose linkMans chokidar@2.1.8
72633 silly build lazystream@1.0.0
72634 info linkStuff lazystream@1.0.0
72635 silly linkStuff lazystream@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72636 verbose linkBins lazystream@1.0.0
72637 verbose linkMans lazystream@1.0.0
72638 silly build ordered-read-streams@1.0.1
72639 info linkStuff ordered-read-streams@1.0.1
72640 silly linkStuff ordered-read-streams@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72641 verbose linkBins ordered-read-streams@1.0.1
72642 verbose linkMans ordered-read-streams@1.0.1
72643 silly build stdout-stream@1.4.1
72644 info linkStuff stdout-stream@1.4.1
72645 silly linkStuff stdout-stream@1.4.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72646 verbose linkBins stdout-stream@1.4.1
72647 verbose linkMans stdout-stream@1.4.1
72648 silly build uuid@3.4.0
72649 info linkStuff uuid@3.4.0
72650 silly linkStuff uuid@3.4.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72651 verbose linkBins uuid@3.4.0
72652 verbose link bins [ { uuid: './bin/uuid' },
72652 verbose link bins   '/var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin',
72652 verbose link bins   false ]
72653 verbose linkMans uuid@3.4.0
72654 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/uuid is being purged
72655 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/uuid
72656 silly build v8flags@3.2.0
72657 info linkStuff v8flags@3.2.0
72658 silly linkStuff v8flags@3.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72659 verbose linkBins v8flags@3.2.0
72660 verbose linkMans v8flags@3.2.0
72661 silly build validate-npm-package-license@3.0.4
72662 info linkStuff validate-npm-package-license@3.0.4
72663 silly linkStuff validate-npm-package-license@3.0.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72664 verbose linkBins validate-npm-package-license@3.0.4
72665 verbose linkMans validate-npm-package-license@3.0.4
72666 silly build normalize-package-data@3.0.3
72667 info linkStuff normalize-package-data@3.0.3
72668 silly linkStuff normalize-package-data@3.0.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/node-sass/node_modules as its parent node_modules
72669 verbose linkBins normalize-package-data@3.0.3
72670 verbose linkMans normalize-package-data@3.0.3
72671 silly build normalize-package-data@2.5.0
72672 info linkStuff normalize-package-data@2.5.0
72673 silly linkStuff normalize-package-data@2.5.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/node-sass/node_modules/read-pkg/node_modules as its parent node_modules
72674 verbose linkBins normalize-package-data@2.5.0
72675 verbose linkMans normalize-package-data@2.5.0
72676 silly build read-pkg@5.2.0
72677 info linkStuff read-pkg@5.2.0
72678 silly linkStuff read-pkg@5.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/node-sass/node_modules as its parent node_modules
72679 verbose linkBins read-pkg@5.2.0
72680 verbose linkMans read-pkg@5.2.0
72681 silly build read-pkg-up@7.0.1
72682 info linkStuff read-pkg-up@7.0.1
72683 silly linkStuff read-pkg-up@7.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/node-sass/node_modules as its parent node_modules
72684 verbose linkBins read-pkg-up@7.0.1
72685 verbose linkMans read-pkg-up@7.0.1
72686 silly build meow@9.0.0
72687 info linkStuff meow@9.0.0
72688 silly linkStuff meow@9.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/node-sass/node_modules as its parent node_modules
72689 verbose linkBins meow@9.0.0
72690 verbose linkMans meow@9.0.0
72691 silly build normalize-package-data@2.5.0
72692 info linkStuff normalize-package-data@2.5.0
72693 silly linkStuff normalize-package-data@2.5.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72694 verbose linkBins normalize-package-data@2.5.0
72695 verbose linkMans normalize-package-data@2.5.0
72696 silly build read-pkg@1.1.0
72697 info linkStuff read-pkg@1.1.0
72698 silly linkStuff read-pkg@1.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72699 verbose linkBins read-pkg@1.1.0
72700 verbose linkMans read-pkg@1.1.0
72701 silly build read-pkg-up@1.0.1
72702 info linkStuff read-pkg-up@1.0.1
72703 silly linkStuff read-pkg-up@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72704 verbose linkBins read-pkg-up@1.0.1
72705 verbose linkMans read-pkg-up@1.0.1
72706 silly build meow@3.7.0
72707 info linkStuff meow@3.7.0
72708 silly linkStuff meow@3.7.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72709 verbose linkBins meow@3.7.0
72710 verbose linkMans meow@3.7.0
72711 silly build value-or-function@3.0.0
72712 info linkStuff value-or-function@3.0.0
72713 silly linkStuff value-or-function@3.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72714 verbose linkBins value-or-function@3.0.0
72715 verbose linkMans value-or-function@3.0.0
72716 silly build resolve-options@1.1.0
72717 info linkStuff resolve-options@1.1.0
72718 silly linkStuff resolve-options@1.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72719 verbose linkBins resolve-options@1.1.0
72720 verbose linkMans resolve-options@1.1.0
72721 silly build core-util-is@1.0.2
72722 info linkStuff core-util-is@1.0.2
72723 silly linkStuff core-util-is@1.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/verror/node_modules as its parent node_modules
72724 verbose linkBins core-util-is@1.0.2
72725 verbose linkMans core-util-is@1.0.2
72726 silly build verror@1.10.0
72727 info linkStuff verror@1.10.0
72728 silly linkStuff verror@1.10.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72729 verbose linkBins verror@1.10.0
72730 verbose linkMans verror@1.10.0
72731 silly build jsprim@1.4.1
72732 info linkStuff jsprim@1.4.1
72733 silly linkStuff jsprim@1.4.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72734 verbose linkBins jsprim@1.4.1
72735 verbose linkMans jsprim@1.4.1
72736 silly build http-signature@1.2.0
72737 info linkStuff http-signature@1.2.0
72738 silly linkStuff http-signature@1.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72739 verbose linkBins http-signature@1.2.0
72740 verbose linkMans http-signature@1.2.0
72741 silly build request@2.88.2
72742 info linkStuff request@2.88.2
72743 silly linkStuff request@2.88.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72744 verbose linkBins request@2.88.2
72745 verbose linkMans request@2.88.2
72746 silly build vinyl@2.2.1
72747 info linkStuff vinyl@2.2.1
72748 silly linkStuff vinyl@2.2.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72749 verbose linkBins vinyl@2.2.1
72750 verbose linkMans vinyl@2.2.1
72751 silly build normalize-path@2.1.1
72752 info linkStuff normalize-path@2.1.1
72753 silly linkStuff normalize-path@2.1.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/vinyl-sourcemap/node_modules as its parent node_modules
72754 verbose linkBins normalize-path@2.1.1
72755 verbose linkMans normalize-path@2.1.1
72756 silly build source-map@0.5.7
72757 info linkStuff source-map@0.5.7
72758 silly linkStuff source-map@0.5.7 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/vinyl-sourcemaps-apply/node_modules as its parent node_modules
72759 verbose linkBins source-map@0.5.7
72760 verbose linkMans source-map@0.5.7
72761 silly build vinyl-sourcemaps-apply@0.2.1
72762 info linkStuff vinyl-sourcemaps-apply@0.2.1
72763 silly linkStuff vinyl-sourcemaps-apply@0.2.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72764 verbose linkBins vinyl-sourcemaps-apply@0.2.1
72765 verbose linkMans vinyl-sourcemaps-apply@0.2.1
72766 silly build which@1.3.1
72767 info linkStuff which@1.3.1
72768 silly linkStuff which@1.3.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72769 verbose linkBins which@1.3.1
72770 verbose link bins [ { which: './bin/which' },
72770 verbose link bins   '/var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin',
72770 verbose link bins   false ]
72771 verbose linkMans which@1.3.1
72772 silly gentlyRm /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/which is being purged
72773 verbose gentlyRm don't care about contents; nuking /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/.bin/which
72774 silly build global-prefix@1.0.2
72775 info linkStuff global-prefix@1.0.2
72776 silly linkStuff global-prefix@1.0.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72777 verbose linkBins global-prefix@1.0.2
72778 verbose linkMans global-prefix@1.0.2
72779 silly build global-modules@1.0.0
72780 info linkStuff global-modules@1.0.0
72781 silly linkStuff global-modules@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72782 verbose linkBins global-modules@1.0.0
72783 verbose linkMans global-modules@1.0.0
72784 silly build resolve-dir@1.0.1
72785 info linkStuff resolve-dir@1.0.1
72786 silly linkStuff resolve-dir@1.0.1 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72787 verbose linkBins resolve-dir@1.0.1
72788 verbose linkMans resolve-dir@1.0.1
72789 silly build findup-sync@3.0.0
72790 info linkStuff findup-sync@3.0.0
72791 silly linkStuff findup-sync@3.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72792 verbose linkBins findup-sync@3.0.0
72793 verbose linkMans findup-sync@3.0.0
72794 silly build liftoff@3.1.0
72795 info linkStuff liftoff@3.1.0
72796 silly linkStuff liftoff@3.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72797 verbose linkBins liftoff@3.1.0
72798 verbose linkMans liftoff@3.1.0
72799 silly build findup-sync@2.0.0
72800 info linkStuff findup-sync@2.0.0
72801 silly linkStuff findup-sync@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules/matchdep/node_modules as its parent node_modules
72802 verbose linkBins findup-sync@2.0.0
72803 verbose linkMans findup-sync@2.0.0
72804 silly build matchdep@2.0.0
72805 info linkStuff matchdep@2.0.0
72806 silly linkStuff matchdep@2.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72807 verbose linkBins matchdep@2.0.0
72808 verbose linkMans matchdep@2.0.0
72809 silly build which-module@1.0.0
72810 info linkStuff which-module@1.0.0
72811 silly linkStuff which-module@1.0.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72812 verbose linkBins which-module@1.0.0
72813 verbose linkMans which-module@1.0.0
72814 silly build wide-align@1.1.3
72815 info linkStuff wide-align@1.1.3
72816 silly linkStuff wide-align@1.1.3 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72817 verbose linkBins wide-align@1.1.3
72818 verbose linkMans wide-align@1.1.3
72819 silly build gauge@2.7.4
72820 info linkStuff gauge@2.7.4
72821 silly linkStuff gauge@2.7.4 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72822 verbose linkBins gauge@2.7.4
72823 verbose linkMans gauge@2.7.4
72824 silly build npmlog@4.1.2
72825 info linkStuff npmlog@4.1.2
72826 silly linkStuff npmlog@4.1.2 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72827 verbose linkBins npmlog@4.1.2
72828 verbose linkMans npmlog@4.1.2
72829 silly build wrap-ansi@2.1.0
72830 info linkStuff wrap-ansi@2.1.0
72831 silly linkStuff wrap-ansi@2.1.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72832 verbose linkBins wrap-ansi@2.1.0
72833 verbose linkMans wrap-ansi@2.1.0
72834 silly build cliui@3.2.0
72835 info linkStuff cliui@3.2.0
72836 silly linkStuff cliui@3.2.0 has /var/www/html/paginas_web/margarita_cms/html/cms_ecomerce_margarita/node_modules as its parent node_modules
72837 verbose linkBins cliui@3.2.0
72838 verbose linkMans cliui@3.2.0
72839 silly build wrappy@1.0.2
72840 info linkStuff wrappy@1.0.2
